perturbation	group	grit	cell_line	barcode_control	cor_method	grit_replicate_summary_method
BRD4-2	BRD4	1.8307144441982648	ES2	perturbation_control	pearson	median
CCND1-1	CCND1	2.4918538557141874	ES2	perturbation_control	pearson	median
CCND1-2	CCND1	2.6694840753802302	ES2	perturbation_control	pearson	median
CCNE1-1	CCNE1	1.3073275388736536	ES2	perturbation_control	pearson	median
CCNE1-2	CCNE1	1.3619285081423222	ES2	perturbation_control	pearson	median
CDK2-1	CDK2	2.1718763107228716	ES2	perturbation_control	pearson	median
CDK2-2	CDK2	1.969298680367558	ES2	perturbation_control	pearson	median
CDK4-1	CDK4	3.262734985987586	ES2	perturbation_control	pearson	median
CDK4-2	CDK4	3.233946695319311	ES2	perturbation_control	pearson	median
CDK4-3	CDK4	3.1743794333906106	ES2	perturbation_control	pearson	median
CHEK2-1	CHEK2	0.816692220655659	ES2	perturbation_control	pearson	median
CHEK2-2	CHEK2	0.7082370777130103	ES2	perturbation_control	pearson	median
COX5B-1	COX5B	0.023261501007672613	ES2	perturbation_control	pearson	median
COX5B-2	COX5B	0.013242559704424898	ES2	perturbation_control	pearson	median
CSNK1A1-1	CSNK1A1	0.8740338722455576	ES2	perturbation_control	pearson	median
CSNK1A1-2	CSNK1A1	0.8138447881964315	ES2	perturbation_control	pearson	median
CTNNB1-1	CTNNB1	1.2183312066060488	ES2	perturbation_control	pearson	median
CTNNB1-2	CTNNB1	1.1838972776731436	ES2	perturbation_control	pearson	median
Chr2-1	Chr2	0.3096754961562743	ES2	perturbation_control	pearson	median
Chr2-2	Chr2	0.20449248480408674	ES2	perturbation_control	pearson	median
Chr2-3	Chr2	0.6246078150040489	ES2	perturbation_control	pearson	median
Chr2-4	Chr2	0.36483877665049314	ES2	perturbation_control	pearson	median
Chr2-5	Chr2	0.4429501640332202	ES2	perturbation_control	pearson	median
Chr2-6	Chr2	0.5600667794229499	ES2	perturbation_control	pearson	median
DOT1L-1	DOT1L	1.3388960672172057	ES2	perturbation_control	pearson	median
DOT1L-2	DOT1L	1.319946749136247	ES2	perturbation_control	pearson	median
EGFR-1	EGFR	1.1920742599906362	ES2	perturbation_control	pearson	median
EGFR-2	EGFR	1.4006903069228587	ES2	perturbation_control	pearson	median
EGLN1-8	EGLN1	2.928921546623723	ES2	perturbation_control	pearson	median
EGLN1-9	EGLN1	2.7357183448466	ES2	perturbation_control	pearson	median
EMPTY	EMPTY		ES2	perturbation_control	pearson	median
ERBB2-1	ERBB2	1.4375252820851814	ES2	perturbation_control	pearson	median
ERBB2-2	ERBB2	1.4363919344962586	ES2	perturbation_control	pearson	median
ERBB3-1	ERBB3	0.7896663064937554	ES2	perturbation_control	pearson	median
ERBB3-2	ERBB3	0.7554862515705464	ES2	perturbation_control	pearson	median
EZH2-1	EZH2	1.617967413478084	ES2	perturbation_control	pearson	median
EZH2-2	EZH2	1.7807132180189778	ES2	perturbation_control	pearson	median
GLS-1	GLS	1.1437760397241776	ES2	perturbation_control	pearson	median
GLS-2	GLS	1.1308178342971165	ES2	perturbation_control	pearson	median
GPX4-1	GPX4	3.9879496585877314	ES2	perturbation_control	pearson	median
GPX4-2	GPX4	3.6881393434342797	ES2	perturbation_control	pearson	median
HIF1a-1	HIF1a	0.6317724872732415	ES2	perturbation_control	pearson	median
HIF1a-2	HIF1a	0.6545009299680722	ES2	perturbation_control	pearson	median
ITGAV-1	ITGAV	2.9536858160621495	ES2	perturbation_control	pearson	median
ITGAV-2	ITGAV	3.1395328632941	ES2	perturbation_control	pearson	median
JAK3-1	JAK3	0.07361865808376067	ES2	perturbation_control	pearson	median
JAK3-2	JAK3	0.04114065802867337	ES2	perturbation_control	pearson	median
KIF11-1	KIF11	1.631336022548847	ES2	perturbation_control	pearson	median
KIF11-2	KIF11	1.9459002529849385	ES2	perturbation_control	pearson	median
KRAS-1	KRAS	0.08396380061540325	ES2	perturbation_control	pearson	median
KRAS-2A	KRAS	0.21129085117594493	ES2	perturbation_control	pearson	median
KRAS-2B	KRAS	0.17097079751035282	ES2	perturbation_control	pearson	median
LacZ-2	LacZ	-0.16565963895638303	ES2	perturbation_control	pearson	median
LacZ-3	LacZ	-0.16334868971742567	ES2	perturbation_control	pearson	median
Luc-1	Luc	0.5269699545647852	ES2	perturbation_control	pearson	median
Luc-2	Luc	0.4865572456989427	ES2	perturbation_control	pearson	median
MAPK1-1	MAPK1	3.0237649182545554	ES2	perturbation_control	pearson	median
MAPK1-2	MAPK1	2.9710081334764853	ES2	perturbation_control	pearson	median
MCL1-2	MCL1	0.20600916452061058	ES2	perturbation_control	pearson	median
MCL1-5	MCL1	0.17856120755503013	ES2	perturbation_control	pearson	median
MTOR-1	MTOR	2.1337020210355133	ES2	perturbation_control	pearson	median
MTOR-2	MTOR	2.1385677925920437	ES2	perturbation_control	pearson	median
MYC-1	MYC	3.7293882389000332	ES2	perturbation_control	pearson	median
MYC-2	MYC	3.529738910373367	ES2	perturbation_control	pearson	median
ORC4-1	ORC4	0.4339629789748872	ES2	perturbation_control	pearson	median
ORC4-2	ORC4	0.45731831702165704	ES2	perturbation_control	pearson	median
PIK3CA-1	PIK3CA	0.9369641401089457	ES2	perturbation_control	pearson	median
PIK3CA-2	PIK3CA	1.0832791386911707	ES2	perturbation_control	pearson	median
POLR2D-1	POLR2D	2.9034588641610433	ES2	perturbation_control	pearson	median
POLR2D-2	POLR2D	2.7877098670351526	ES2	perturbation_control	pearson	median
PPIB-1	PPIB	0.09540678116010566	ES2	perturbation_control	pearson	median
PPIB-2	PPIB	0.10168758723899672	ES2	perturbation_control	pearson	median
PRDX1-1	PRDX1	0.46776839992736974	ES2	perturbation_control	pearson	median
PRDX1-2	PRDX1	0.6448021999924116	ES2	perturbation_control	pearson	median
PSMA1-1	PSMA1	3.054460824785943	ES2	perturbation_control	pearson	median
PSMA1-2	PSMA1	3.284989572416171	ES2	perturbation_control	pearson	median
PTK2-1	PTK2	1.924337764903243	ES2	perturbation_control	pearson	median
PTK2-2	PTK2	1.885216555028893	ES2	perturbation_control	pearson	median
RAC1-1	RAC1	0.6886997799747274	ES2	perturbation_control	pearson	median
RAC1-2	RAC1	0.6794680989088622	ES2	perturbation_control	pearson	median
RAF1-1	RAF1	1.3318392058994353	ES2	perturbation_control	pearson	median
RAF1-2	RAF1	1.3320959504669316	ES2	perturbation_control	pearson	median
RHOA-1	RHOA	2.8851178002078877	ES2	perturbation_control	pearson	median
RHOA-2	RHOA	3.2305111687461388	ES2	perturbation_control	pearson	median
SDHB-1	SDHB	1.3187028219940626	ES2	perturbation_control	pearson	median
SDHB-2	SDHB	1.2752844635551515	ES2	perturbation_control	pearson	median
SLC2A1-1	SLC2A1		ES2	perturbation_control	pearson	median
SLC2A2-2	SLC2A2		ES2	perturbation_control	pearson	median
SMARCB1-1	SMARCB1	1.08689330325089	ES2	perturbation_control	pearson	median
SMARCB1-2	SMARCB1	0.8716352824995062	ES2	perturbation_control	pearson	median
STAT3-1	STAT3	0.7976003046501448	ES2	perturbation_control	pearson	median
STAT3-2	STAT3	0.8536929638212699	ES2	perturbation_control	pearson	median
SUZ12-1	SUZ12	0.7020856699887001	ES2	perturbation_control	pearson	median
SUZ12-2	SUZ12	0.7364501286792026	ES2	perturbation_control	pearson	median
TXN-1	TXN	1.110891862258107	ES2	perturbation_control	pearson	median
TXN-2	TXN	1.0303892397688614	ES2	perturbation_control	pearson	median
XBP-1	XBP	1.317858319195865	ES2	perturbation_control	pearson	median
XBP-2	XBP	1.3727558554473125	ES2	perturbation_control	pearson	median
YAP1-1	YAP1	2.5528069350328932	ES2	perturbation_control	pearson	median
YAP1-2	YAP1	2.66863731176586	ES2	perturbation_control	pearson	median
AKT1-1	AKT1	0.1660657189514134	ES2	perturbation_control	spearman	mean
AKT1-2	AKT1	0.16860833698170502	ES2	perturbation_control	spearman	mean
ARID1B-1	ARID1B	0.8062640563602849	ES2	perturbation_control	spearman	mean
ARID1B-2	ARID1B	0.769859281859948	ES2	perturbation_control	spearman	mean
ATF4-1	ATF4	1.045497057756241	ES2	perturbation_control	spearman	mean
ATF4-2	ATF4	1.1242020805819433	ES2	perturbation_control	spearman	mean
ATP50-1	ATP50	0.4525930961298143	ES2	perturbation_control	spearman	mean
ATP50-2	ATP50	0.41511565496121405	ES2	perturbation_control	spearman	mean
AURKB-2	AURKB		ES2	perturbation_control	spearman	mean
BCL2-1	BCL2	0.15077596760571244	ES2	perturbation_control	spearman	mean
BCL2-2	BCL2	0.18237635073507671	ES2	perturbation_control	spearman	mean
BCL2L2-1	BCL2L2	-0.19775921320935258	ES2	perturbation_control	spearman	mean
BCL2L2-2	BCL2L2	0.07581729015787791	ES2	perturbation_control	spearman	mean
BCL2L2-4	BCL2L2	0.16615354716084485	ES2	perturbation_control	spearman	mean
BRAF-2	BRAF		ES2	perturbation_control	spearman	mean
BRAF1-1	BRAF1		ES2	perturbation_control	spearman	mean
BRCA1-1	BRCA1	0.4542393103315492	ES2	perturbation_control	spearman	mean
BRCA1-2	BRCA1	0.4732843500577173	ES2	perturbation_control	spearman	mean
BRD4-1	BRD4	1.2118222187167855	ES2	perturbation_control	spearman	mean
BRD4-2	BRD4	1.2242671889887535	ES2	perturbation_control	spearman	mean
CCND1-1	CCND1	2.3813453119547625	ES2	perturbation_control	spearman	mean
CCND1-2	CCND1	2.5751321431160026	ES2	perturbation_control	spearman	mean
CCNE1-1	CCNE1	1.049258280280245	ES2	perturbation_control	spearman	mean
CCNE1-2	CCNE1	1.095278683769138	ES2	perturbation_control	spearman	mean
CDK2-1	CDK2	2.048856219976116	ES2	perturbation_control	spearman	mean
CDK2-2	CDK2	1.8993304679872962	ES2	perturbation_control	spearman	mean
CDK4-1	CDK4	2.704929571016518	ES2	perturbation_control	spearman	mean
CDK4-2	CDK4	2.6577916802629766	ES2	perturbation_control	spearman	mean
CDK4-3	CDK4	2.5419227866037613	ES2	perturbation_control	spearman	mean
CHEK2-1	CHEK2	0.5442330396608729	ES2	perturbation_control	spearman	mean
CHEK2-2	CHEK2	0.47133020776699514	ES2	perturbation_control	spearman	mean
COX5B-1	COX5B	0.11107015254933193	ES2	perturbation_control	spearman	mean
COX5B-2	COX5B	0.10737407474462765	ES2	perturbation_control	spearman	mean
CSNK1A1-1	CSNK1A1	0.8463756510403422	ES2	perturbation_control	spearman	mean
CSNK1A1-2	CSNK1A1	0.8298718329107657	ES2	perturbation_control	spearman	mean
CTNNB1-1	CTNNB1	1.2501551398393174	ES2	perturbation_control	spearman	mean
CTNNB1-2	CTNNB1	1.1705387355099413	ES2	perturbation_control	spearman	mean
Chr2-1	Chr2	0.29841138771932385	ES2	perturbation_control	spearman	mean
Chr2-2	Chr2	0.20986731014933396	ES2	perturbation_control	spearman	mean
Chr2-3	Chr2	0.5701628482375233	ES2	perturbation_control	spearman	mean
Chr2-4	Chr2	0.3603909037543141	ES2	perturbation_control	spearman	mean
Chr2-5	Chr2	0.41509270606013837	ES2	perturbation_control	spearman	mean
Chr2-6	Chr2	0.48959268670080874	ES2	perturbation_control	spearman	mean
DOT1L-1	DOT1L	1.3374955310918404	ES2	perturbation_control	spearman	mean
DOT1L-2	DOT1L	1.3322223013831231	ES2	perturbation_control	spearman	mean
EGFR-1	EGFR	1.1933833409781474	ES2	perturbation_control	spearman	mean
EGFR-2	EGFR	1.3946358182727552	ES2	perturbation_control	spearman	mean
EGLN1-8	EGLN1	2.5204320253012273	ES2	perturbation_control	spearman	mean
EGLN1-9	EGLN1	2.3770955269361758	ES2	perturbation_control	spearman	mean
EMPTY	EMPTY		ES2	perturbation_control	spearman	mean
ERBB2-1	ERBB2	1.370084292010471	ES2	perturbation_control	spearman	mean
ERBB2-2	ERBB2	1.3679170953540851	ES2	perturbation_control	spearman	mean
ERBB3-1	ERBB3	0.7669976430258046	ES2	perturbation_control	spearman	mean
ERBB3-2	ERBB3	0.7236628448272382	ES2	perturbation_control	spearman	mean
EZH2-1	EZH2	1.346229355734421	ES2	perturbation_control	spearman	mean
EZH2-2	EZH2	1.4994005862166433	ES2	perturbation_control	spearman	mean
GLS-1	GLS	1.0953215275279105	ES2	perturbation_control	spearman	mean
GLS-2	GLS	1.0767023744532185	ES2	perturbation_control	spearman	mean
GPX4-1	GPX4	3.4930833287139045	ES2	perturbation_control	spearman	mean
GPX4-2	GPX4	3.1988682351194324	ES2	perturbation_control	spearman	mean
HIF1a-1	HIF1a	0.9152733554548261	ES2	perturbation_control	spearman	mean
HIF1a-2	HIF1a	0.9592410609174622	ES2	perturbation_control	spearman	mean
ITGAV-1	ITGAV	2.805244095645951	ES2	perturbation_control	spearman	mean
ITGAV-2	ITGAV	2.9640947990625226	ES2	perturbation_control	spearman	mean
JAK3-1	JAK3	-0.0012440727995836343	ES2	perturbation_control	spearman	mean
JAK3-2	JAK3	-0.011167555297901529	ES2	perturbation_control	spearman	mean
KIF11-1	KIF11	1.5304139209506782	ES2	perturbation_control	spearman	mean
KIF11-2	KIF11	1.8152082569941155	ES2	perturbation_control	spearman	mean
KRAS-1	KRAS	0.13434340583970786	ES2	perturbation_control	spearman	mean
KRAS-2A	KRAS	0.2513439206843248	ES2	perturbation_control	spearman	mean
KRAS-2B	KRAS	0.10291445739428336	ES2	perturbation_control	spearman	mean
LacZ-2	LacZ	-0.05952944862139114	ES2	perturbation_control	spearman	mean
LacZ-3	LacZ	-0.055834991041546975	ES2	perturbation_control	spearman	mean
Luc-1	Luc	0.5128819820120969	ES2	perturbation_control	spearman	mean
Luc-2	Luc	0.4905281324356497	ES2	perturbation_control	spearman	mean
MAPK1-1	MAPK1	2.8698413355644536	ES2	perturbation_control	spearman	mean
MAPK1-2	MAPK1	2.8325971406612545	ES2	perturbation_control	spearman	mean
MCL1-2	MCL1	0.16014943322839315	ES2	perturbation_control	spearman	mean
MCL1-5	MCL1	0.1443298216711815	ES2	perturbation_control	spearman	mean
MTOR-1	MTOR	1.455625691932594	ES2	perturbation_control	spearman	mean
MTOR-2	MTOR	1.4668868592458244	ES2	perturbation_control	spearman	mean
MYC-1	MYC	3.6018338112146955	ES2	perturbation_control	spearman	mean
MYC-2	MYC	3.3760471672855306	ES2	perturbation_control	spearman	mean
ORC4-1	ORC4	0.4052024643736924	ES2	perturbation_control	spearman	mean
ORC4-2	ORC4	0.41708001624750723	ES2	perturbation_control	spearman	mean
PIK3CA-1	PIK3CA	0.8283072308997972	ES2	perturbation_control	spearman	mean
PIK3CA-2	PIK3CA	0.958013824172636	ES2	perturbation_control	spearman	mean
POLR2D-1	POLR2D	2.4416564750480436	ES2	perturbation_control	spearman	mean
POLR2D-2	POLR2D	2.3824749181625484	ES2	perturbation_control	spearman	mean
PPIB-1	PPIB	0.12958475197221486	ES2	perturbation_control	spearman	mean
PPIB-2	PPIB	0.14583749955966457	ES2	perturbation_control	spearman	mean
PRDX1-1	PRDX1	0.5591045779726413	ES2	perturbation_control	spearman	mean
PRDX1-2	PRDX1	0.7607399038413365	ES2	perturbation_control	spearman	mean
PSMA1-1	PSMA1	2.834361001501078	ES2	perturbation_control	spearman	mean
PSMA1-2	PSMA1	3.032675504880681	ES2	perturbation_control	spearman	mean
PTK2-1	PTK2	1.846228076588461	ES2	perturbation_control	spearman	mean
PTK2-2	PTK2	1.8237127839859282	ES2	perturbation_control	spearman	mean
RAC1-1	RAC1	0.8123500481188707	ES2	perturbation_control	spearman	mean
RAC1-2	RAC1	0.8114719972526816	ES2	perturbation_control	spearman	mean
RAF1-1	RAF1	1.1361489735042236	ES2	perturbation_control	spearman	mean
RAF1-2	RAF1	1.114633974571792	ES2	perturbation_control	spearman	mean
RHOA-1	RHOA	2.567192514917754	ES2	perturbation_control	spearman	mean
RHOA-2	RHOA	2.8907439954562073	ES2	perturbation_control	spearman	mean
SDHB-1	SDHB	0.9506093976315273	ES2	perturbation_control	spearman	mean
SDHB-2	SDHB	0.9154438266103426	ES2	perturbation_control	spearman	mean
SLC2A1-1	SLC2A1		ES2	perturbation_control	spearman	mean
SLC2A2-2	SLC2A2		ES2	perturbation_control	spearman	mean
SMARCB1-1	SMARCB1	0.77576321553024	ES2	perturbation_control	spearman	mean
SMARCB1-2	SMARCB1	0.6229713663329325	ES2	perturbation_control	spearman	mean
STAT3-1	STAT3	0.8743549602303219	ES2	perturbation_control	spearman	mean
STAT3-2	STAT3	0.9310390730723113	ES2	perturbation_control	spearman	mean
SUZ12-1	SUZ12	0.7026006268174684	ES2	perturbation_control	spearman	mean
SUZ12-2	SUZ12	0.7188823820178477	ES2	perturbation_control	spearman	mean
TXN-1	TXN	1.0306738849887729	ES2	perturbation_control	spearman	mean
TXN-2	TXN	0.9707687974111262	ES2	perturbation_control	spearman	mean
XBP-1	XBP	1.0730378822085707	ES2	perturbation_control	spearman	mean
XBP-2	XBP	1.1142498673959906	ES2	perturbation_control	spearman	mean
YAP1-1	YAP1	2.2519835812093003	ES2	perturbation_control	spearman	mean
YAP1-2	YAP1	2.322806246370853	ES2	perturbation_control	spearman	mean
AKT1-1	AKT1	0.2424414868363432	ES2	perturbation_control	spearman	median
AKT1-2	AKT1	0.24382264022471062	ES2	perturbation_control	spearman	median
ARID1B-1	ARID1B	0.8768887228684039	ES2	perturbation_control	spearman	median
ARID1B-2	ARID1B	0.8368207922845465	ES2	perturbation_control	spearman	median
ATF4-1	ATF4	1.2912656864991499	ES2	perturbation_control	spearman	median
ATF4-2	ATF4	1.391772738299491	ES2	perturbation_control	spearman	median
ATP50-1	ATP50	0.524070178306108	ES2	perturbation_control	spearman	median
ATP50-2	ATP50	0.47918021041802267	ES2	perturbation_control	spearman	median
AURKB-2	AURKB		ES2	perturbation_control	spearman	median
BCL2-1	BCL2	0.002802985810594687	ES2	perturbation_control	spearman	median
BCL2-2	BCL2	0.007217068415482449	ES2	perturbation_control	spearman	median
BCL2L2-1	BCL2L2	-0.10946801622338648	ES2	perturbation_control	spearman	median
BCL2L2-2	BCL2L2	0.0897005846735579	ES2	perturbation_control	spearman	median
BCL2L2-4	BCL2L2	0.14139270541306115	ES2	perturbation_control	spearman	median
BRAF-2	BRAF		ES2	perturbation_control	spearman	median
BRAF1-1	BRAF1		ES2	perturbation_control	spearman	median
BRCA1-1	BRCA1	0.8253282678695484	ES2	perturbation_control	spearman	median
BRCA1-2	BRCA1	0.8596114199094852	ES2	perturbation_control	spearman	median
BRD4-1	BRD4	1.7404669103383867	ES2	perturbation_control	spearman	median
BRD4-2	BRD4	1.7543817808920248	ES2	perturbation_control	spearman	median
CCND1-1	CCND1	2.4015388719732744	ES2	perturbation_control	spearman	median
CCND1-2	CCND1	2.5969719745014657	ES2	perturbation_control	spearman	median
CCNE1-1	CCNE1	1.3121283184971997	ES2	perturbation_control	spearman	median
CCNE1-2	CCNE1	1.367829140229055	ES2	perturbation_control	spearman	median
CDK2-1	CDK2	2.073660367775517	ES2	perturbation_control	spearman	median
CDK2-2	CDK2	1.9220912069531328	ES2	perturbation_control	spearman	median
CDK4-1	CDK4	3.14142697715421	ES2	perturbation_control	spearman	median
CDK4-2	CDK4	3.179586721004935	ES2	perturbation_control	spearman	median
CDK4-3	CDK4	3.0350719871050087	ES2	perturbation_control	spearman	median
CHEK2-1	CHEK2	0.7988665043538041	ES2	perturbation_control	spearman	median
CHEK2-2	CHEK2	0.6906850062222321	ES2	perturbation_control	spearman	median
COX5B-1	COX5B	-0.045062356853813934	ES2	perturbation_control	spearman	median
COX5B-2	COX5B	-0.03941311890343242	ES2	perturbation_control	spearman	median
CSNK1A1-1	CSNK1A1	0.8396134632630301	ES2	perturbation_control	spearman	median
CSNK1A1-2	CSNK1A1	0.8232525886741291	ES2	perturbation_control	spearman	median
CTNNB1-1	CTNNB1	1.20298583578638	ES2	perturbation_control	spearman	median
CTNNB1-2	CTNNB1	1.1261639254626359	ES2	perturbation_control	spearman	median
Chr2-1	Chr2	0.30083332399641294	ES2	perturbation_control	spearman	median
Chr2-2	Chr2	0.18573547620842665	ES2	perturbation_control	spearman	median
Chr2-3	Chr2	0.605213576776869	ES2	perturbation_control	spearman	median
Chr2-4	Chr2	0.37334786689049515	ES2	perturbation_control	spearman	median
Chr2-5	Chr2	0.4517195693081627	ES2	perturbation_control	spearman	median
Chr2-6	Chr2	0.5509046495275445	ES2	perturbation_control	spearman	median
DOT1L-1	DOT1L	1.4048180395092686	ES2	perturbation_control	spearman	median
DOT1L-2	DOT1L	1.3991216829702091	ES2	perturbation_control	spearman	median
EGFR-1	EGFR	1.2130238753354807	ES2	perturbation_control	spearman	median
EGFR-2	EGFR	1.4177100317269438	ES2	perturbation_control	spearman	median
EGLN1-8	EGLN1	2.6549576456535116	ES2	perturbation_control	spearman	median
EGLN1-9	EGLN1	2.5036376861442218	ES2	perturbation_control	spearman	median
EMPTY	EMPTY		ES2	perturbation_control	spearman	median
ERBB2-1	ERBB2	1.3567200293954427	ES2	perturbation_control	spearman	median
ERBB2-2	ERBB2	1.3544262408568701	ES2	perturbation_control	spearman	median
ERBB3-1	ERBB3	0.8988359281370095	ES2	perturbation_control	spearman	median
ERBB3-2	ERBB3	0.8492178733682194	ES2	perturbation_control	spearman	median
EZH2-1	EZH2	1.673965716852425	ES2	perturbation_control	spearman	median
EZH2-2	EZH2	1.8663287536753095	ES2	perturbation_control	spearman	median
GLS-1	GLS	1.1764600987910945	ES2	perturbation_control	spearman	median
GLS-2	GLS	1.1555731107547444	ES2	perturbation_control	spearman	median
GPX4-1	GPX4	3.9138472236195874	ES2	perturbation_control	spearman	median
GPX4-2	GPX4	3.584286437005252	ES2	perturbation_control	spearman	median
HIF1a-1	HIF1a	0.7371868662701716	ES2	perturbation_control	spearman	median
HIF1a-2	HIF1a	0.7724900542325657	ES2	perturbation_control	spearman	median
ITGAV-1	ITGAV	2.8555606193258187	ES2	perturbation_control	spearman	median
ITGAV-2	ITGAV	3.0171927046815163	ES2	perturbation_control	spearman	median
JAK3-1	JAK3	0.10318802308436195	ES2	perturbation_control	spearman	median
JAK3-2	JAK3	0.09326009091416071	ES2	perturbation_control	spearman	median
KIF11-1	KIF11	1.6141338914517807	ES2	perturbation_control	spearman	median
KIF11-2	KIF11	1.914391627449702	ES2	perturbation_control	spearman	median
