DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-002096,CP50MELB,CP50MELB_SKIN,,753545.0,Unknown,Sanger,,,,,,CVCL_1143,skin,,Skin Cancer,Melanoma,,SIDM00175,1248.0,,skin,melanoma,,
ACH-002097,CP66MEL,CP66MEL_SKIN,,753546.0,Unknown,Sanger,,,,,,CVCL_1144,skin,,Skin Cancer,Melanoma,,SIDM00190,1845.0,,skin,melanoma,,
ACH-002098,CP67MEL,CP67MEL_SKIN,,949092.0,Unknown,Sanger,,,,,,CVCL_1145,skin,,Skin Cancer,Melanoma,,SIDM00189,640.0,,skin,melanoma,,
ACH-002099,CS1,CS1_BONE,,1290795.0,Unknown,Sanger,,,,,,CVCL_T023,bone,,Bone Cancer,Chondrosarcoma,,SIDM00199,1006.0,,bone,chondrosarcoma,,
ACH-002100,DJM1,DJM1_SKIN,,906841.0,Unknown,Sanger,,,,,,CVCL_1172,skin,,Skin Cancer,Squamous Cell Carcinoma,,SIDM00281,899.0,,skin,skin_squamous,,
ACH-002101,EMCBAC1,EMCBAC1_LUNG,,1503369.0,Unknown,Sanger,,,,,,CVCL_X486,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00048,967.0,,lung,NSCLC,,
ACH-002102,EMCBAC2,EMCBAC2_LUNG,,1503370.0,Unknown,Sanger,,,,,,CVCL_X487,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00047,2232.0,,lung,NSCLC,,
ACH-002103,ES1,ES1_BONE,,949158.0,Unknown,Sanger,,,,,,CVCL_1198,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00266,1564.0,,bone,Ewing_sarcoma,,
ACH-002104,ES3,ES3_BONE,,684055.0,Unknown,Sanger,,,,,,CVCL_1199,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00265,1342.0,,bone,Ewing_sarcoma,,
ACH-002105,ES4,ES4_BONE,,949156.0,Unknown,Sanger,,,,,,CVCL_1200,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00264,70.0,,bone,Ewing_sarcoma,,
ACH-002106,ES5,ES5_BONE,,684057.0,Unknown,Sanger,,,,,,CVCL_1201,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00263,610.0,,bone,Ewing_sarcoma,,
ACH-002107,ES6,ES6_BONE,,949157.0,Unknown,Sanger,,,,,,CVCL_1202,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00262,611.0,,bone,Ewing_sarcoma,,
ACH-002108,ES7,ES7_BONE,,684059.0,Unknown,Sanger,,,,,,CVCL_1203,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00269,71.0,,bone,Ewing_sarcoma,,
ACH-002109,ES8,ES8_BONE,,949155.0,Unknown,Sanger,,,,,,CVCL_1204,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00261,2139.0,,bone,Ewing_sarcoma,,
ACH-002110,EW1,EW1_BONE,,949163.0,Unknown,Sanger,,,,,,CVCL_1208,pleural_effusion,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00205,902.0,,bone,Ewing_sarcoma,,
ACH-002111,EW11,EW11_BONE,,684062.0,Unknown,Sanger,,,,,,CVCL_1209,lymph_node,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00203,231.0,,bone,Ewing_sarcoma,,
ACH-002112,EW12,EW12_BONE,,949162.0,Unknown,Sanger,,,,,,CVCL_1210,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00200,2140.0,,bone,Ewing_sarcoma,,
ACH-002113,EW13,EW13_BONE,,949166.0,Unknown,Sanger,,,,,,CVCL_1211,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00621,324.0,,bone,Ewing_sarcoma,,
ACH-002114,EW16,EW16_BONE,,949165.0,Unknown,Sanger,,,,,,CVCL_1212,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00198,1529.0,,bone,Ewing_sarcoma,,
ACH-002115,EW18,EW18_BONE,,949164.0,Unknown,Sanger,,,,,,CVCL_1213,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00197,612.0,,bone,Ewing_sarcoma,,
ACH-002116,EW22,EW22_BONE,,949167.0,Unknown,Sanger,,,,,,CVCL_1214,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00196,613.0,,bone,Ewing_sarcoma,,
ACH-002117,EW24,EW24_BONE,,949168.0,Unknown,Sanger,,,,,,CVCL_1215,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00195,704.0,,bone,Ewing_sarcoma,,
ACH-002118,EW3,EW3_BONE,,949161.0,Unknown,Sanger,,,,,,CVCL_1216,pleural_effusion,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00202,2176.0,,bone,Ewing_sarcoma,,
ACH-002119,EW7,EW7_BONE,,949160.0,Unknown,Sanger,,,,,,CVCL_1217,pleural_effusion,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00201,72.0,,bone,Ewing_sarcoma,,
ACH-002120,GAK,GAK_SKIN,,910932.0,Unknown,Sanger,,,,,,CVCL_1225,lymph_node,Metastasis,Skin Cancer,Melanoma,,SIDM00543,325.0,,skin,melanoma,,
ACH-002121,GMEL,GMEL_SKIN,,1240130.0,Unknown,Sanger,,,,,,CVCL_W798,skin,,Skin Cancer,Melanoma,,SIDM00129,1981.0,,skin,melanoma,,
ACH-002122,GT3TKB,GT3TKB_STOMACH,,907041.0,Unknown,Sanger,,,,,,CVCL_1237,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM01231,614.0,,lung,NSCLC,NSCLC_squamous,
ACH-002123,H2369,H2369_PLEURA,,1290808.0,Unknown,Sanger,,,,,,CVCL_A532,lung,,Lung Cancer,Mesothelioma,,SIDM00104,165.0,,lung,mesothelioma,,
ACH-002124,H2373,NCIH2373_PLEURA,,1290809.0,Unknown,Sanger,,,,,,CVCL_A533,lung,,Lung Cancer,Mesothelioma,,SIDM00103,1797.0,,lung,mesothelioma,,
ACH-002125,H2461,NCIH2461_PLEURA,,1290810.0,Unknown,Sanger,,,,,,CVCL_A536,lung,,Lung Cancer,Mesothelioma,,SIDM00102,1508.0,,lung,mesothelioma,,
ACH-002126,H2591,NCIH2591_PLEURA,,1240131.0,Unknown,Sanger,,,,,,CVCL_A543,lung,,Lung Cancer,Mesothelioma,,SIDM00101,1509.0,,lung,mesothelioma,,
ACH-002127,H2595,NCIH2595_PLEURA,,1240132.0,Unknown,Sanger,,,,,,CVCL_A545,lung,,Lung Cancer,Mesothelioma,,SIDM00100,51.0,,lung,mesothelioma,,
ACH-002128,H2722,NCIH2722_PLEURA,,1290812.0,Unknown,Sanger,,,,,,CVCL_U994,lung,,Lung Cancer,Mesothelioma,,SIDM00099,1798.0,,lung,mesothelioma,,
ACH-002129,H2731,NCIH2731_PLEURA,,1240134.0,Unknown,Sanger,,,,,,CVCL_U995,lung,,Lung Cancer,Mesothelioma,,SIDM00098,1074.0,,lung,mesothelioma,,
ACH-002130,H2795,NCIH2795_PLEURA,,1290813.0,Unknown,Sanger,,,,,,CVCL_U996,lung,,Lung Cancer,Mesothelioma,,SIDM00154,1971.0,,lung,mesothelioma,,
ACH-002131,H2803,NCIH2803_PLEURA,,1240135.0,Unknown,Sanger,,,,,,CVCL_U997,lung,,Lung Cancer,Mesothelioma,,SIDM00309,52.0,,lung,mesothelioma,,
ACH-002132,H2804,NCIH2804_PLEURA,,1240136.0,Unknown,Sanger,,,,,,CVCL_U998,lung,,Lung Cancer,Mesothelioma,,SIDM00310,882.0,,lung,mesothelioma,,
ACH-002133,H2810,NCIH2810_PLEURA,,1240137.0,Unknown,Sanger,,,,,,CVCL_U999,lung,,Lung Cancer,Mesothelioma,,SIDM00311,591.0,,lung,mesothelioma,,
ACH-002134,H2818,NCIH2818_PLEURA,,1290814.0,Unknown,Sanger,,,,,,CVCL_V000,lung,,Lung Cancer,Mesothelioma,,SIDM00520,2254.0,,lung,mesothelioma,,
ACH-002135,H2869,NCIH2869_PLEURA,,1240138.0,Unknown,Sanger,,,,,,CVCL_V001,lung,,Lung Cancer,Mesothelioma,,SIDM00519,309.0,,lung,mesothelioma,,
ACH-002136,H290,H290_PLEURA,,1240139.0,Unknown,Sanger,,,,,,CVCL_A555,lung,,Lung Cancer,Mesothelioma,,SIDM00518,742.0,,lung,mesothelioma,,
ACH-002138,H513,H513_LUNG,,1240141.0,Unknown,Sanger,,,,,,CVCL_A570,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",,,2125.0,,lung,NSCLC,NSCLC_adenosquamous,
ACH-002139,HA7RCC,HA7RCC_KIDNEY,,753558.0,Unknown,Sanger,,,,,,CVCL_1241,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00188,1790.0,,kidney,renal_cell_carcinoma,,
ACH-002140,HEY,HEY_OVARY,,1479988.0,Unknown,Sanger,,,,,,CVCL_0297,ovary,,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00968,1096.0,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-002141,HSC39,HSC39_STOMACH,,1322224.0,Unknown,Sanger,,,,,,CVCL_A385,ascites,Metastasis,Gastric Cancer,"Adenocarcinoma, signet ring cell",,SIDM00045,1991.0,,gastric,gastric_adenocarcinoma,signet_ring_cell,
ACH-002142,HUO3N1,HUO3N1_BONE,,909977.0,Unknown,Sanger,,,,,,CVCL_1297,bone,,Bone Cancer,Osteosarcoma,,SIDM00584,2101.0,,bone,osteosarcoma,,
ACH-002143,ISTMEL1,ISTMEL1_SKIN,,907172.0,Unknown,Sanger,,,,,,CVCL_1308,skin,,Skin Cancer,Melanoma,,SIDM00225,1501.0,,skin,melanoma,,
ACH-002144,ISTSL1,ISTSL1_LUNG,,753564.0,Unknown,Sanger,,,,,,CVCL_1313,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00223,1194.0,,lung,SCLC,,
ACH-002145,ISTSL2,ISTSL2_LUNG,,753565.0,Unknown,Sanger,,,,,,CVCL_1314,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00230,450.0,,lung,SCLC,,
ACH-002146,JHOS3,JHOS3_OVARY,,1480358.0,Unknown,Sanger,,,,,,CVCL_4648,ovary,,Ovarian Cancer,"Adenocarcinoma, serous",,SIDM00304,1595.0,,ovary,ovary_adenocarcinoma,serous,
ACH-002147,K2,K2_SKIN,,1298160.0,Unknown,Sanger,,,,,,CVCL_AT85,skin,,Skin Cancer,Melanoma,,SIDM00126,1980.0,,skin,melanoma,,
ACH-002148,K5,K5_THYROID,,924238.0,Unknown,Sanger,,,,,,CVCL_1322,thyroid,,Thyroid Cancer,"Carcinoma, follicular",,SIDM00056,365.0,,thyroid,thyroid_carcinoma,,
ACH-002149,KGN,KGN_OVARY,,924186.0,Unknown,Sanger,,,,,,CVCL_0375,abdomen,,Ovarian Cancer,Granulosa Cell Tumor,,SIDM00302,11.0,,ovary,granulosa_cell_tumor,,
ACH-002150,LB1047RCC,LB1047RCC_KIDNEY,,753577.0,Unknown,Sanger,,,,,,CVCL_1364,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00187,658.0,,kidney,renal_cell_carcinoma,,
ACH-002151,LB2241RCC,LB2241RCC_KIDNEY,,753578.0,Unknown,Sanger,,,,,,CVCL_1365,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00186,552.0,,kidney,renal_cell_carcinoma,,
ACH-002152,LB2518MEL,LB2518MEL_SKIN,,753579.0,Unknown,Sanger,,,,,,CVCL_1366,skin,,Skin Cancer,Melanoma,,SIDM00185,1464.0,,skin,melanoma,,
ACH-002153,LB373MELD,LB373MELD_SKIN,,753581.0,Unknown,Sanger,,,,,,CVCL_1367,skin,,Skin Cancer,Melanoma,,SIDM00184,659.0,,skin,melanoma,,
ACH-002154,LB647SCLC,LB647SCLC_LUNG,,753582.0,Unknown,Sanger,,,,,,CVCL_1368,lung,,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00183,1365.0,,lung,SCLC,,
ACH-002155,LB996RCC,LB996RCC_KIDNEY,,753585.0,Unknown,Sanger,,,,,,CVCL_1371,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00180,1755.0,,kidney,renal_cell_carcinoma,,
ACH-002156,LC1SQ,LC1SQ_LUNG,,1298223.0,Unknown,Sanger,,,,,,CVCL_3008,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM00300,600.0,,lung,NSCLC,NSCLC_squamous,
ACH-002157,LC2AD,LC2AD_LUNG,,907786.0,Unknown,Sanger,,,,,,CVCL_1373,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00297,367.0,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-002158,LU99A,LU99A_LUNG,,907796.0,Male,JCRB,,,,,,CVCL_1393,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",63,SIDM01219,1660.0,,lung,NSCLC,NSCLC_large_cell,
ACH-002159,M14,M14_SKIN,,905975.0,Unknown,Sanger,,,,,,CVCL_1395,skin,Metastasis,Skin Cancer,"Melanoma, amelanotic",,SIDM00003,586.0,,skin,melanoma,amelanotic,
ACH-002160,MCIXC,MCIXC_BONE,,908118.0,Unknown,Sanger,,,,,,CVCL_1398,bone,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM01246,170.0,,bone,Ewing_sarcoma,,
ACH-002161,MKN28,MKN28_STOMACH,,908139.0,Unknown,Sanger,,,,,,CVCL_1416,liver,Metastasis,Gastric Cancer,"Adenocarcinoma, tubular",,SIDM00260,2112.0,,gastric,gastric_adenocarcinoma,tubular,
ACH-002162,MMACSF,MMACSF_SKIN,,925339.0,Unknown,Sanger,,,,,,CVCL_1420,ascites,,Skin Cancer,Melanoma,,SIDM01242,30.0,,skin,melanoma,,
ACH-002163,MRKNU1,MRKNU1_BREAST,,908151.0,Unknown,Sanger,,,,,,CVCL_1428,breast,,Breast Cancer,Carcinoma,,SIDM00562,385.0,,breast,breast_carcinoma,,
ACH-002164,MZ1PC,MZ1PC_PANCREAS,,753595.0,Unknown,Sanger,,,,,,CVCL_1434,pancreas,Metastasis,Pancreatic Cancer,Ductal Adenocarcinoma,,SIDM00053,1486.0,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002165,MZ2MEL,MZ2MEL_SKIN,,971777.0,Unknown,Sanger,,,,,,CVCL_1435,skin,,Skin Cancer,Melanoma,,SIDM00179,31.0,,skin,melanoma,,
ACH-002166,MZ7MEL,MZ7MEL_SKIN,,753596.0,Unknown,Sanger,,,,,,CVCL_1436,skin,Metastasis,Skin Cancer,Melanoma,,SIDM00516,296.0,,skin,melanoma,,
ACH-002167,NCC010,NCC010_KIDNEY,,1509073.0,Unknown,Sanger,,,,,,CVCL_X505,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00231,688.0,,kidney,renal_cell_carcinoma,,
ACH-002168,NCC021,NCC021_KIDNEY,,1509074.0,Unknown,Sanger,,,,,,CVCL_X506,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00232,1020.0,,kidney,renal_cell_carcinoma,,
ACH-002169,NCIH1304,NCIH1304_LUNG,,753599.0,Unknown,Sanger,,,,,,CVCL_1462,lung,,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00648,775.0,,lung,SCLC,,
ACH-002170,NCIH1688,NCIH1688_LUNG,,1298349.0,Male,ATCC,,,,,,CVCL_1487,liver,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00792,348.0,,lung,SCLC,,
ACH-002171,NCIH250,NCIH250_LUNG,,924241.0,Unknown,Sanger,,,,,,CVCL_1554,central_nervous_system,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00721,208.0,,lung,SCLC,,
ACH-002172,NCIH322M,NCIH322M_LUNG,,905967.0,Unknown,Sanger,,,,,,CVCL_1557,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,34.0,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-002173,NCIH378,NCIH378_LUNG,,688022.0,Unknown,Sanger,,,,,,CVCL_1560,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00915,625.0,,lung,SCLC,,
ACH-002174,NCIH720,NCIH720_LUNG,,687600.0,Unknown,Sanger,,,,,,CVCL_1583,lung,,Lung Cancer,Carcinoid,,SIDM01120,172.0,,lung,lung_carcinoid,,
ACH-002175,NCIH740,NCIH740_LUNG,,1331055.0,Male,ATCC,,,,,,CVCL_1586,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM01118,925.0,,lung,SCLC,,
ACH-002176,NCIH748,NCIH748_LUNG,,909194.0,Unknown,Sanger,,,,,,CVCL_1588,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM01117,1085.0,,lung,SCLC,,
ACH-002177,NCIH835,NCIH835_LUNG,,753607.0,Unknown,Sanger,,,,,,CVCL_1593,lung,,Lung Cancer,Carcinoid,,SIDM01133,926.0,,lung,lung_carcinoid,,
ACH-002178,NY,NY_BONE,,910849.0,Unknown,Sanger,,,,,,CVCL_1613,bone,,Bone Cancer,Osteosarcoma,,SIDM00569,478.0,,bone,osteosarcoma,,
ACH-002179,OCUBM,OCUBM_BREAST,,909256.0,Unknown,Sanger,,,,,,CVCL_1621,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,,SIDM00241,1002.0,,breast,breast_carcinoma,,
ACH-002180,OMC1,OMC1_CERVIX,,949154.0,Unknown,Sanger,,,,,,CVCL_1623,lymph_node,Metastasis,Cervical Cancer,Squamous Cell Carcinoma,,SIDM00240,605.0,,cervix,cervical_squamous,,
ACH-002181,OVCA420,OVCA420_OVARY,,1480364.0,Unknown,Sanger,,,,,,CVCL_3935,ovary,,Ovarian Cancer,"Adenocarcinoma, serous",,SIDM00967,1949.0,,ovary,ovary_adenocarcinoma,serous,
ACH-002182,OVCA433,OVCA433_OVARY,,1480367.0,Unknown,Sanger,,,,,,CVCL_0475,ovary,,Ovarian Cancer,"Adenocarcinoma, serous",,SIDM00966,1332.0,,ovary,ovary_adenocarcinoma,serous,
ACH-002183,OVMIU,OVMIU_OVARY,,1240200.0,Unknown,Sanger,,,,,,CVCL_3112,ovary,,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00465,373.0,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-002184,PC3JPC3,PC3JPC3_LUNG,,1240202.0,Unknown,Sanger,,,,,,CVCL_S982,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00361,1809.0,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-002185,PL18,PL18_PANCREAS,,1240208.0,Unknown,Sanger,,,,,,CVCL_X507,pancreas,,Pancreatic Cancer,Ductal Adenocarcinoma,,SIDM00054,1759.0,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002186,PL4,PL4_PANCREAS,,1298533.0,Unknown,Sanger,,,,,,CVCL_S976,pancreas,,Pancreatic Cancer,Ductal Adenocarcinoma,,SIDM00042,470.0,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002187,RCCAB,RCCAB_KIDNEY,,1524418.0,Unknown,Sanger,,,,,,CVCL_5868,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00821,695.0,,kidney,renal_cell_carcinoma,clear_cell,
ACH-002188,RCCER,RCCER_KIDNEY,,1524417.0,Unknown,Sanger,,,,,,CVCL_5870,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00820,694.0,,kidney,renal_cell_carcinoma,clear_cell,
ACH-002189,RCCFG2,RCCFG2_KIDNEY,,1524414.0,Unknown,Sanger,,,,,,CVCL_5873,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00819,1904.0,,kidney,renal_cell_carcinoma,clear_cell,
ACH-002190,RCCJF,RCCJF_KIDNEY,,1524415.0,Unknown,Sanger,,,,,,CVCL_5879,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00818,147.0,,kidney,renal_cell_carcinoma,clear_cell,
ACH-002191,RCCJW,RCCJW_KIDNEY,,1524416.0,Unknown,Sanger,,,,,,CVCL_5880,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00817,1905.0,,kidney,renal_cell_carcinoma,clear_cell,
ACH-002192,RCCMF,RCCMF_KIDNEY,,1524419.0,Unknown,Sanger,,,,,,CVCL_5884,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00816,693.0,,kidney,renal_cell_carcinoma,clear_cell,
ACH-002193,RERFLCFM,RERFLCFM_LUNG,,930081.0,Unknown,Sanger,,,,,,CVCL_1653,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00357,287.0,,lung,SCLC,,
ACH-002194,RH1,RH1_BONE,,971773.0,Unknown,Sanger,,,,,,CVCL_1658,bone_marrow,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00427,2193.0,,bone,Ewing_sarcoma,,
ACH-002195,RXF393,RXF393_KIDNEY,,905978.0,Unknown,Sanger,,,,,,CVCL_1673,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00086,1526.0,,kidney,renal_cell_carcinoma,,
ACH-002196,SBC1,SBC1_LUNG,,713885.0,Unknown,Sanger,,,,,,CVCL_1676,lung,,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00365,27.0,,lung,SCLC,,
ACH-002197,SBC3,SBC3_LUNG,,753610.0,Unknown,Sanger,,,,,,CVCL_1678,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00367,1765.0,,lung,SCLC,,
ACH-002198,SCH,SCH_STOMACH,,909711.0,Unknown,Sanger,,,,,,CVCL_1687,stomach,Metastasis,Gastric Cancer,Choriocarcinoma,,SIDM00383,1766.0,,gastric,choriocarcinoma,,
ACH-002199,SN12C,SN12C_KIDNEY,,905979.0,Unknown,Sanger,,,,,,CVCL_1705,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00094,156.0,,kidney,renal_cell_carcinoma,,
ACH-002200,SW962,SW962_VULVA,,909758.0,Unknown,Sanger,,,,,,CVCL_1733,lymph_node,Metastasis,Skin Cancer,"Carcinoma, vulvar",,SIDM01178,1986.0,,skin,,,
ACH-002201,TCYIK,TCYIK_CERVIX,,946357.0,Unknown,Sanger,,,,,,CVCL_1737,cervix,,Cervical Cancer,Small Cell Carcinoma,,SIDM00234,579.0,,cervix,cervical_small_cell,,
ACH-002202,TMK1,TMK1_STOMACH,,1299069.0,Unknown,Sanger,,,,,,CVCL_4384,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,,SIDM00040,547.0,,gastric,gastric_adenocarcinoma,,
ACH-002204,UCH2,UCH2_BONE,,1503373.0,Female,Sanger,3.0,-1.6619209876278132,not found,not found,46,CVCL_4989,bone,,Bone Cancer,"Chordoma, sacral",,SIDM01185,2257.0,,bone,chordoma,chordoma_sacral,
ACH-002205,WM1552C,WM1552C_SKIN,,1299078.0,Unknown,Sanger,,,,,,CVCL_6472,skin,,Skin Cancer,Melanoma,,SIDM00976,1155.0,,skin,melanoma,,
ACH-002206,WM278,WM278_SKIN,,1240226.0,Unknown,Sanger,,,,,,CVCL_6473,skin,,Skin Cancer,Melanoma,,SIDM00975,2155.0,,skin,melanoma,,
ACH-002207,WM35,WM35_SKIN,,1299080.0,Unknown,Sanger,,,,,,CVCL_0580,skin,,Skin Cancer,Melanoma,,SIDM00974,1156.0,,skin,melanoma,,
ACH-002208,YMB1E,YMB1E_BREAST,,1303911.0,Unknown,Sanger,,,,,,CVCL_2815,ascites,Metastasis,Breast Cancer,Breast Ductal Carcinoma,,SIDM01261,317.0,,breast,breast_ductal_carcinoma,,
ACH-002209,ALLPO,ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910944.0,Unknown,Sanger,,,,,,CVCL_1069,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,SIDM00211,1637.0,,blood,ALL,b_cell,
ACH-002210,ARH77,ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906765.0,Unknown,Sanger,,,,,,CVCL_1072,haematopoietic_and_lymphoid_tissue,,Non-Cancerous,,,SIDM00900,2198.0,,engineered,,,
ACH-002211,BALL1,BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910705.0,Unknown,Sanger,,,,,,CVCL_1075,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,SIDM00287,48.0,,blood,ALL,b_cell,
ACH-002212,BB30HNC,BB30HNC_UPPER_AERODIGESTIVE_TRACT,,753531.0,Unknown,Sanger,,,,,,CVCL_1076,upper_aerodigestive_tract,,Head and Neck Cancer,Squamous Cell Carcinoma,,SIDM00172,64.0,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-002213,BB49HNC,BB49HNC_UPPER_AERODIGESTIVE_TRACT,,753532.0,Unknown,Sanger,,,,,,CVCL_1077,upper_aerodigestive_tract,,Head and Neck Cancer,Squamous Cell Carcinoma,,SIDM00174,1522.0,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-002214,BC1,BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910919.0,Unknown,ATCC,,,,,,CVCL_1079,abdomen,,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",,SIDM00896,585.0,,lymphocyte,non_hodgkin_lymphoma,b_cell_primary_effusion,
ACH-002215,BC3,BC3_PLEURA,,910918.0,Unknown,ATCC,,,,,,CVCL_1080,pleural_effusion,,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",,SIDM00895,590.0,,lymphocyte,non_hodgkin_lymphoma,b_cell_primary_effusion,
ACH-002216,BE13,BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906763.0,Unknown,Sanger,,,,,,CVCL_1081,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM01245,603.0,,blood,ALL,t_cell,
ACH-002217,BE2M17,BE2M17_AUTONOMIC_GANGLIA,,753616.0,Unknown,Sanger,,,,,,CVCL_0167,bone_marrow,Metastasis,Neuroblastoma,,,SIDM01229,1320.0,,peripheral_nervous_system,neuroblastoma,,
ACH-002218,CESS,CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910688.0,Unknown,Sanger,,,,,,CVCL_0209,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),,SIDM00917,185.0,,blood,AML,,
ACH-002219,COLO320HSR,COLO320HSR_LARGE_INTESTINE,,910569.0,Female,ATCC,,,,,,CVCL_0220,large_intestine,,Colon/Colorectal Cancer,Colon Adenocarcinoma,55,SIDM00842,2128.0,,colorectal,colorectal_adenocarcinoma,,
